oid,town_na,road_na,site,x,y,CDate,lon,lat
245,新莊區,思源路,人行道,296381.024387,2771192.868251,2013-09-03 16:06:32.65,121.4596673,25.04818011
246,新莊區,思源路,人行道,296381.51323,2771185.714955,2013-09-03 16:06:32.65,121.4596719,25.04811551
247,新莊區,思源路,人行道,296381.924397,2771178.421004,2013-09-03 16:06:32.65,121.4596757,25.04804965
248,板橋區,文化路,人行道,297045.907948,2768059.175106,2013-09-03 16:06:32.65,121.4661496,25.01986846
249,新莊區,思源路,人行道,296382.119934,2771169.936437,2013-09-03 16:06:32.65,121.4596774,25.04797305
250,新莊區,思源路,人行道,296381.924397,2771162.820629,2013-09-03 16:06:32.65,121.4596752,25.04790881
251,新莊區,思源路,人行道,296382.002072,2771156.466876,2013-09-03 16:06:32.65,121.4596757,25.04785145
252,新莊區,思源路,人行道,296382.398544,2771150.840388,2013-09-03 16:06:32.65,121.4596795,25.04780064
253,新莊區,思源路,人行道,296382.277983,2771145.018363,2013-09-03 16:06:32.65,121.4596781,25.04774808
254,新莊區,思源路,人行道,296382.533801,2771137.062825,2013-09-03 16:06:32.65,121.4596804,25.04767625
255,新莊區,思源路,人行道,296382.769525,2771130.064879,2013-09-03 16:06:32.65,121.4596825,25.04761306
256,新莊區,思源路,人行道,296382.965062,2771122.82851,2013-09-03 16:06:32.65,121.4596842,25.04754773
257,新莊區,思源路,人行道,296382.749431,2771117.046673,2013-09-03 16:06:32.65,121.4596818,25.04749554
258,新莊區,思源路,人行道,296382.533801,2771109.419229,2013-09-03 16:06:32.65,121.4596794,25.04742668
259,板橋區,文化路,人行道,297030.828421,2768089.0459,2013-09-03 16:06:32.65,121.4660012,25.02013861
260,新莊區,思源路,人行道,296424.258703,2771221.439064,2013-09-03 16:06:32.65,121.4600967,25.04843672
261,新莊區,思源路,人行道,296423.719079,2771228.231974,2013-09-03 16:06:32.65,121.4600916,25.04849806
262,新莊區,思源路,人行道,296424.581758,2771190.065054,2013-09-03 16:06:32.65,121.4600989,25.04815347
263,新莊區,思源路,人行道,296424.689495,2771183.273239,2013-09-03 16:06:32.65,121.4600997,25.04809214
264,新莊區,思源路,人行道,296424.581132,2771176.264543,2013-09-03 16:06:32.65,121.4600984,25.04802887
265,新莊區,思源路,人行道,296424.905125,2771143.597062,2013-09-03 16:06:32.65,121.4601005,25.04773394
266,新莊區,思源路,人行道,296425.120443,2771136.480628,2013-09-03 16:06:32.65,121.4601024,25.04766969
267,新莊區,思源路,人行道,296425.551548,2771129.36529,2013-09-03 16:06:32.65,121.4601064,25.04760544
268,新莊區,思源路,人行道,296425.766396,2771122.356749,2013-09-03 16:06:32.65,121.4601083,25.04754216
269,新莊區,思源路,人行道,296425.874289,2771114.918043,2013-09-03 16:06:32.65,121.4601091,25.047475
270,板橋區,文化路,人行道,297033.999265,2768092.216744,2013-09-03 16:06:32.65,121.4660328,25.02016713
271,新莊區,思源路,人行道,296425.766709,2771108.663975,2013-09-03 16:06:32.65,121.4601079,25.04741854
272,新莊區,思源路,中央分隔島,296395.727451,2771163.2249,2013-09-03 16:06:32.65,121.459812,25.04791204
273,新莊區,思源路,中央分隔島,296392.68853,2771158.345772,2013-09-03 16:06:32.65,121.4597817,25.04786808
274,新莊區,思源路,中央分隔島,296392.110016,2771151.341227,2013-09-03 16:06:32.65,121.4597757,25.04780486
275,新莊區,思源路,中央分隔島,296395.17293,2771153.150545,2013-09-03 16:06:32.65,121.4598062,25.0478211
276,新莊區,思源路,中央分隔島,296395.396658,2771147.100893,2013-09-03 16:06:32.65,121.4598082,25.04776648
277,新莊區,思源路,中央分隔島,296393.473377,2771137.177988,2013-09-03 16:06:32.65,121.4597888,25.04767695
278,新莊區,思源路,中央分隔島,296396.334156,2771135.079264,2013-09-03 16:06:32.65,121.4598171,25.04765792
279,新莊區,思源路,中央分隔島,296393.355515,2771132.687235,2013-09-03 16:06:32.65,121.4597875,25.04763641
280,新莊區,思源路,中央分隔島,296396.256481,2771130.019294,2013-09-03 16:06:32.65,121.4598161,25.04761224
281,板橋區,文化路,人行道,297036.881851,2768096.252364,2013-09-03 16:06:32.65,121.4660615,25.02020348
282,新莊區,思源路,中央分隔島,296393.58854,2771127.293772,2013-09-03 16:06:32.65,121.4597896,25.04758771
283,新莊區,思源路,中央分隔島,296393.772081,2771123.239678,2013-09-03 16:06:32.65,121.4597913,25.04755111
284,新莊區,思源路,中央分隔島,296396.667648,2771119.338235,2013-09-03 16:06:32.65,121.4598198,25.0475158
285,新莊區,思源路,中央分隔島,296394.275619,2771116.612712,2013-09-03 16:06:32.65,121.459796,25.04749126
286,新莊區,思源路,中央分隔島,296396.825698,2771113.849702,2013-09-03 16:06:32.65,121.4598212,25.04746624
287,新莊區,思源路,中央分隔島,296394.17785,2771109.85049,2013-09-03 16:06:32.65,121.4597948,25.04743022
288,新莊區,思源路,中央分隔島,296396.647555,2771106.147283,2013-09-03 16:06:32.65,121.4598192,25.04739671
289,新莊區,思源路,中央分隔島,296393.06221,2771102.872638,2013-09-03 16:06:32.65,121.4597835,25.04736726
290,新莊區,思源路,中央分隔島,296396.549786,2771100.618564,2013-09-03 16:06:32.65,121.459818,25.0473468
291,新莊區,思源路,中央分隔島,296392.809091,2771098.752865,2013-09-03 16:06:32.65,121.4597809,25.04733007
292,板橋區,文化路,人行道,297039.620308,2768100.432114,2013-09-03 16:06:32.65,121.4660887,25.02024113
293,新莊區,思源路,中央分隔島,296396.141318,2771096.418417,2013-09-03 16:06:32.65,121.4598138,25.04730889
294,新莊區,思源路,中央分隔島,296392.633648,2771087.433011,2013-09-03 16:06:32.65,121.4597788,25.04722788
295,新莊區,思源路,中央分隔島,296396.256481,2771084.860139,2013-09-03 16:06:32.65,121.4598146,25.04720454
296,新莊區,思源路,中央分隔島,296393.099698,2771082.24978,2013-09-03 16:06:32.65,121.4597832,25.04718107
297,新莊區,思源路,人行道,296382.965062,2771102.303421,2013-09-03 16:06:32.65,121.4596835,25.04736243
298,新莊區,思源路,人行道,296383.082924,2771092.89875,2013-09-03 16:06:32.65,121.4596843,25.04727752
299,新莊區,思源路,人行道,296382.965062,2771088.718697,2013-09-03 16:06:32.65,121.459683,25.04723978
300,新莊區,思源路,人行道,296383.180693,2771082.387736,2013-09-03 16:06:32.65,121.4596849,25.04718262
301,新莊區,思源路,人行道,296382.965062,2771076.13445,2013-09-03 16:06:32.65,121.4596826,25.04712617
302,新莊區,思源路,人行道,296382.786919,2771068.058351,2013-09-03 16:06:32.65,121.4596805,25.04705327
303,板橋區,文化路,人行道,297064.122286,2768135.167271,2013-09-03 16:06:32.65,121.4663327,25.02055396
304,新莊區,思源路,人行道,296383.22088,2771060.902356,2013-09-03 16:06:32.65,121.4596846,25.04698865
305,新莊區,思源路,中央分隔島,296393.96222,2771076.525524,2013-09-03 16:06:32.65,121.4597916,25.04712937
306,新莊區,思源路,中央分隔島,296397.156491,2771073.213391,2013-09-03 16:06:32.65,121.4598231,25.04709937
307,新莊區,思源路,中央分隔島,296394.17785,2771070.781174,2013-09-03 16:06:32.65,121.4597935,25.0470775
308,新莊區,思源路,中央分隔島,296397.09891,2771063.929281,2013-09-03 16:06:32.65,121.4598222,25.04701555
309,新莊區,思源路,中央分隔島,296394.471156,2771062.69038,2013-09-03 16:06:32.65,121.4597962,25.04700445
310,新莊區,思源路,中央分隔島,296396.972951,2771057.492454,2013-09-03 16:06:32.65,121.4598208,25.04695744
311,新莊區,思源路,中央分隔島,296396.782812,2771053.15975,2013-09-03 16:06:32.65,121.4598187,25.04691833
312,新莊區,思源路,中央分隔島,296393.490772,2771049.258307,2013-09-03 16:06:32.65,121.459786,25.04688321
313,新莊區,思源路,中央分隔島,296397.196678,2771046.101523,2013-09-03 16:06:32.65,121.4598226,25.0468546
314,板橋區,文化路,人行道,297062.104476,2768131.564039,2013-09-03 16:06:32.65,121.4663126,25.02052149
315,新莊區,思源路,中央分隔島,296392.961742,2771044.083174,2013-09-03 16:06:32.65,121.4597806,25.04683651
316,新莊區,思源路,人行道,296426.091171,2770944.0306,2013-09-03 16:06:32.65,121.4601055,25.04593221
317,新莊區,思源路,人行道,296426.737907,2770958.046898,2013-09-03 16:06:32.65,121.4601124,25.04605873
318,新莊區,思源路,人行道,296427.168698,2770969.366954,2013-09-03 16:06:32.65,121.4601171,25.04616092
319,新莊區,思源路,人行道,296426.953381,2770975.297342,2013-09-03 16:06:32.65,121.4601151,25.04621446
320,新莊區,思源路,人行道,296427.276123,2770980.256688,2013-09-03 16:06:32.65,121.4601185,25.04625923
321,新莊區,思源路,人行道,296426.845174,2770987.156709,2013-09-03 16:06:32.65,121.4601145,25.04632153
322,新莊區,思源路,人行道,296426.952442,2770993.950401,2013-09-03 16:06:32.65,121.4601157,25.04638286
323,新莊區,思源路,人行道,296426.736812,2771008.288972,2013-09-03 16:06:32.65,121.4601141,25.04651232
324,新莊區,思源路,人行道,296426.306176,2771016.913881,2013-09-03 16:06:32.65,121.4601101,25.0465902
325,板橋區,文化路,人行道,297058.212985,2768125.36648,2013-09-03 16:06:32.65,121.4662738,25.02046566
326,新莊區,思源路,人行道,296383.140506,2770961.122994,2013-09-03 16:06:32.65,121.4596804,25.04608784
327,新莊區,思源路,人行道,296383.749909,2770949.559319,2013-09-03 16:06:32.65,121.4596861,25.04598342
328,新莊區,思源路,人行道,296383.767304,2770939.409988,2013-09-03 16:06:32.65,121.4596859,25.04589179
329,新莊區,思源路,人行道,296384.451683,2770929.525771,2013-09-03 16:06:32.65,121.4596924,25.04580254
330,新莊區,思源路,中央分隔島,296397.03593,2770945.068565,2013-09-03 16:06:32.65,121.4598176,25.04594247
331,新莊區,思源路,中央分隔島,296394.852933,2770955.421531,2013-09-03 16:06:32.65,121.4597963,25.04603601
332,新莊區,思源路,中央分隔島,296397.775192,2770958.443057,2013-09-03 16:06:32.65,121.4598254,25.0460632
333,新莊區,思源路,中央分隔島,296394.283716,2770961.654723,2013-09-03 16:06:32.65,121.4597909,25.0460923
334,新莊區,思源路,中央分隔島,296397.941338,2770964.603973,2013-09-03 16:06:32.65,121.4598272,25.04611881
335,新莊區,思源路,中央分隔島,296394.51944,2770971.308613,2013-09-03 16:06:32.65,121.4597936,25.04617945
336,板橋區,中山路,中央分隔島,298554.866662,2768064.435411,2013-09-03 16:06:32.65,121.4811008,25.01986832
337,板橋區,文化路,人行道,297055.3304,2768121.33086,2013-09-03 16:06:32.65,121.4662451,25.02042932
338,新莊區,思源路,中央分隔島,296398.116782,2770984.511561,2013-09-03 16:06:32.65,121.4598297,25.04629853
339,新莊區,思源路,中央分隔島,296397.901151,2770989.160363,2013-09-03 16:06:32.65,121.4598277,25.04634051
340,新莊區,思源路,中央分隔島,296397.256959,2770995.631979,2013-09-03 16:06:32.65,121.4598215,25.04639896
341,新莊區,思源路,中央分隔島,296394.195245,2771004.329478,2013-09-03 16:06:32.65,121.4597915,25.04647757
342,新莊區,思源路,中央分隔島,296397.921245,2771019.424817,2013-09-03 16:06:32.65,121.4598289,25.04661374
343,新莊區,思源路,中央分隔島,296397.72031,2771023.582078,2013-09-03 16:06:32.65,121.459827,25.04665128
344,新莊區,思源路,中央分隔島,296394.128366,2771027.233101,2013-09-03 16:06:32.65,121.4597916,25.04668435
345,新莊區,思源路,中央分隔島,296397.599749,2771029.547456,2013-09-03 16:06:32.65,121.459826,25.04670513
346,新莊區,思源路,中央分隔島,296397.101609,2771034.173466,2013-09-03 16:06:32.65,121.4598213,25.04674691
347,新莊區,思源路,中央分隔島,296393.766683,2771036.803918,2013-09-03 16:06:32.65,121.4597883,25.04677076
348,板橋區,文化路,人行道,297052.591943,2768117.151111,2013-09-03 16:06:32.65,121.4662178,25.02039167
349,新莊區,思源路,中央分隔島,296397.665427,2771039.439769,2013-09-03 16:06:32.65,121.459827,25.04679444
350,新莊區,思源路,中央分隔島,296394.373387,2771000.054355,2013-09-03 16:06:32.65,121.4597931,25.04643897
351,新莊區,思源路,中央分隔島,296394.471156,2770993.186267,2013-09-03 16:06:32.65,121.4597938,25.04637696
352,新莊區,思源路,中央分隔島,296396.348851,2770981.141846,2013-09-03 16:06:32.65,121.459812,25.04626817
353,新莊區,思源路,中央分隔島,296397.933241,2770969.037145,2013-09-03 16:06:32.65,121.4598273,25.04615884
354,新莊區,思源路,中央分隔島,296394.453762,2770966.987905,2013-09-03 16:06:32.65,121.4597928,25.04614044
355,新莊區,思源路,中央分隔島,296395.428748,2770950.562496,2013-09-03 16:06:32.65,121.4598019,25.04599212
356,新莊區,思源路,人行道,296427.385111,2770911.147176,2013-09-03 16:06:32.65,121.4601172,25.0456353
357,新莊區,思源路,人行道,296427.384955,2770901.982643,2013-09-03 16:06:32.65,121.4601169,25.04555256
358,新莊區,思源路,人行道,296427.600585,2770890.123276,2013-09-03 16:06:32.65,121.4601187,25.04544549
359,板橋區,文化路,人行道,297045.673738,2768108.791612,2013-09-03 16:06:32.65,121.466149,25.02031641
360,新莊區,思源路,人行道,296427.816059,2770884.94783,2013-09-03 16:06:32.65,121.4601206,25.04539876
361,新莊區,思源路,人行道,296428.247477,2770860.797208,2013-09-03 16:06:32.65,121.4601241,25.04518071
362,新莊區,思源路,人行道,296427.815277,2770854.542671,2013-09-03 16:06:32.65,121.4601196,25.04512426
363,新莊區,思源路,人行道,296427.708009,2770848.720646,2013-09-03 16:06:32.65,121.4601183,25.0450717
364,新莊區,思源路,人行道,296428.138488,2770840.527468,2013-09-03 16:06:32.65,121.4601223,25.04499772
365,新莊區,思源路,中央分隔島,296395.195723,2770904.061273,2013-09-03 16:06:32.65,121.459798,25.04557231
366,新莊區,思源路,中央分隔島,296395.468935,2770898.650416,2013-09-03 16:06:32.65,121.4598005,25.04552346
367,新莊區,思源路,中央分隔島,296395.468935,2770892.477504,2013-09-03 16:06:32.65,121.4598003,25.04546773
368,新莊區,思源路,中央分隔島,296395.664472,2770887.851494,2013-09-03 16:06:32.65,121.4598021,25.04542596
369,新莊區,思源路,中央分隔島,296395.822521,2770882.342869,2013-09-03 16:06:32.65,121.4598035,25.04537622
370,板橋區,文化路,人行道,297078.823473,2768099.711467,2013-09-03 16:06:32.65,121.4664771,25.0202334
371,新莊區,思源路,中央分隔島,296395.569402,2770871.0698,2013-09-03 16:06:32.65,121.4598006,25.04527446
372,新莊區,思源路,中央分隔島,296395.940383,2770866.581745,2013-09-03 16:06:32.65,121.4598041,25.04523393
373,新莊區,思源路,中央分隔島,296396.118525,2770854.759553,2013-09-03 16:06:32.65,121.4598055,25.04512719
374,新莊區,思源路,中央分隔島,296396.058245,2770851.226391,2013-09-03 16:06:32.65,121.4598048,25.04509529
375,新莊區,思源路,中央分隔島,296396.328758,2770846.82261,2013-09-03 16:06:32.65,121.4598073,25.04505553
376,新莊區,思源路,中央分隔島,296395.727451,2770876.555633,2013-09-03 16:06:32.65,121.4598023,25.04532398
377,新莊區,思源路,中央分隔島,296396.843092,2770815.575074,2013-09-03 16:06:32.65,121.4598113,25.04477341
378,新莊區,思源路,中央分隔島,296396.981048,2770820.905557,2013-09-03 16:06:32.65,121.4598129,25.04482153
379,新莊區,思源路,中央分隔島,296397.25426,2770826.805257,2013-09-03 16:06:32.65,121.4598158,25.04487478
380,新莊區,思源路,中央分隔島,296396.72523,2770834.863961,2013-09-03 16:06:32.65,121.4598108,25.04494755
381,板橋區,文化路,人行道,297092.659885,2768122.628024,2013-09-03 16:06:32.65,121.466615,25.02043987
382,新莊區,思源路,人行道,296428.139271,2770835.784065,2013-09-03 16:06:32.65,121.4601222,25.0449549
383,新莊區,思源路,人行道,296428.355058,2770822.415753,2013-09-03 16:06:32.65,121.4601239,25.0448342
384,新莊區,思源路,人行道,296429.001323,2770810.987178,2013-09-03 16:06:32.65,121.4601299,25.044731
385,新莊區,思源路,人行道,296428.355214,2770817.348357,2013-09-03 16:06:32.65,121.4601237,25.04478845
386,新莊區,思源路,人行道,296428.031846,2770767.429181,2013-09-03 16:06:32.65,121.4601188,25.04433779
387,新莊區,思源路,人行道,296428.462951,2770753.844457,2013-09-03 16:06:32.65,121.4601226,25.04421513
388,新莊區,思源路,人行道,296429.108904,2770740.152465,2013-09-03 16:06:32.65,121.4601286,25.0440915
389,新莊區,思源路,人行道,296428.677486,2770730.664251,2013-09-03 16:06:32.65,121.460124,25.04400585
390,新莊區,思源路,人行道,296428.461543,2770723.54813,2013-09-03 16:06:32.65,121.4601216,25.04394162
391,新莊區,思源路,人行道,296428.78538,2770715.7859,2013-09-03 16:06:32.65,121.4601245,25.04387153
392,板橋區,文化路,人行道,297082.714964,2768105.909027,2013-09-03 16:06:32.65,121.4665159,25.02028924
393,新莊區,思源路,人行道,296428.893899,2770697.780202,2013-09-03 16:06:32.65,121.460125,25.04370897
394,新莊區,思源路,人行道,296387.433023,2770714.130948,2013-09-03 16:06:32.65,121.4597147,25.04385786
395,新莊區,思源路,人行道,296387.433023,2770719.990461,2013-09-03 16:06:32.65,121.4597149,25.04391076
396,新莊區,思源路,人行道,296387.375441,2770724.734333,2013-09-03 16:06:32.65,121.4597145,25.04395358
397,新莊區,思源路,人行道,296387.159811,2770730.478683,2013-09-03 16:06:32.65,121.4597125,25.04400545
